ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Ventas Norteamérica,Ventas Europa,Ventas Japón,Ventas Otros,Ventas Total,Puntaje Críticos,Cantidad Críticos,Puntaje Usuarios,Cantidad Usuarios,Rating,ID_DESARROLLADOR,ID_CONSOLA
VID_008325,American Chopper,2004,Racing,110000,30000,0,10000,150000,44.0,6.0,59.0,9.0,T,DES_0084,CONS_014
VID_008326,The Adventures of Tintin: The Game,2011,Action,50000,90000,0,20000,150000,56.0,8.0,57.0,12.0,E10+,DES_0006,CONS_001
VID_008327,Dynasty Warriors 8,2013,Action,90000,50000,0,10000,150000,65.0,21.0,75.0,35.0,T,DES_0048,CONS_013
VID_008328,Bust-A-Move Bash!,2007,Puzzle,130000,10000,0,10000,150000,,,,,,DES_0012,CONS_011
VID_008329,Kingdom Under Fire: Heroes,2005,Strategy,110000,30000,0,10000,150000,78.0,55.0,75.0,23.0,M,DES_0041,CONS_014
VID_008330,Cartoon Network Collection: Game Boy Advance Video Special Edition,2005,Misc,110000,40000,0,0,150000,,,,,,,CONS_003
VID_008331,The Terminator: Dawn of Fate,2002,Action,110000,30000,0,10000,150000,53.0,19.0,52.0,5.0,T,DES_0011,CONS_014
VID_008332,Infected,2005,Shooter,140000,0,0,10000,150000,74.0,49.0,83.0,30.0,M,DES_0029,CONS_009
VID_008333,Doctor Who: Evacuation Earth,2010,Adventure,0,130000,0,20000,150000,,,,,,DES_0279,CONS_002
VID_008334,Birds of Steel,2012,Simulation,110000,30000,0,10000,150000,77.0,18.0,89.0,18.0,T,DES_0015,CONS_013
VID_008335,Cars: Race-O-Rama,2009,Racing,140000,10000,0,10000,150000,54.0,8.0,58.0,5.0,E,DES_0029,CONS_013
VID_008336,Scooby-Doo! Unmasked,2005,Platform,120000,30000,0,0,150000,,,,,,DES_0029,CONS_004
VID_008337,Theatrhythm Dragon Quest,2015,Misc,0,0,150000,0,150000,,,,,,DES_0016,CONS_001
VID_008338,Streak: Hoverboard Racing,1998,Racing,90000,60000,0,10000,150000,,,,,,DES_0014,CONS_018
VID_008339,NBA Street Homecourt,2007,Sports,120000,10000,0,20000,150000,81.0,31.0,65.0,16.0,E,DES_0008,CONS_007
VID_008340,Darksiders II,2012,Action,30000,100000,0,20000,150000,81.0,23.0,78.0,653.0,M,DES_0127,CONS_005
VID_008341,Enthusia Professional Racing,2005,Racing,70000,60000,0,20000,150000,70.0,43.0,76.0,17.0,E,DES_0015,CONS_006
VID_008342,DiRT 3,2011,Racing,0,130000,0,30000,150000,86.0,23.0,69.0,433.0,T,DES_0034,CONS_005
VID_008343,NCAA GameBreaker 2001,2000,Sports,70000,60000,0,20000,150000,57.0,9.0,,,E,DES_0004,CONS_006
VID_008344,Disgaea 4: A Promise Unforgotten,2014,Role-Playing,30000,30000,80000,20000,150000,,,,,,DES_0130,CONS_010
VID_008345,Get On Da Mic,2004,Misc,70000,60000,0,20000,150000,49.0,29.0,63.0,7.0,T,DES_0022,CONS_006
VID_008346,Darksiders II,2012,Action,70000,70000,0,10000,150000,85.0,36.0,82.0,153.0,M,DES_0029,CONS_012
VID_008347,Gunslingers,2010,Shooter,70000,60000,0,20000,150000,,,,,T,DES_0298,CONS_011
VID_008348,Army Men: Sarge's War,2004,Shooter,120000,30000,0,0,150000,56.0,11.0,67.0,7.0,T,DES_0063,CONS_004
VID_008349,Amagami,2011,Adventure,0,0,150000,0,150000,,,,,,DES_0153,CONS_009
VID_008350,Jikkyou Powerful Pro Yakyuu 2009,2009,Sports,0,0,150000,0,150000,,,,,,DES_0015,CONS_006
VID_008351,Block Party,2008,Misc,140000,0,0,10000,150000,,,28.0,4.0,E10+,DES_0005,CONS_011
VID_008352,Little League World Series Baseball 2009,2009,Sports,140000,0,0,10000,150000,,,,,E,DES_0005,CONS_011
VID_008353,Kidou Senkan Nadesico,1997,Strategy,0,0,150000,0,150000,,,,,,DES_0009,CONS_023
VID_008354,Blitz: The League II,2008,Sports,110000,20000,0,20000,150000,62.0,25.0,75.0,15.0,,DES_0039,CONS_007
VID_008355,Arcade Zone,2009,Misc,140000,0,0,10000,150000,,,,,E,DES_0005,CONS_011
VID_008356,Project Sylpheed: Arc of Deception,2006,Shooter,120000,10000,20000,10000,150000,64.0,45.0,86.0,24.0,T,DES_0002,CONS_013
VID_008357,Bigfoot: Collision Course,2009,Racing,140000,0,0,10000,150000,26.0,4.0,,,E,DES_0084,CONS_002
VID_008358,Frogger's Adventures: The Rescue,2003,Platform,120000,30000,0,0,150000,61.0,4.0,,,E,DES_0015,CONS_004
VID_008359,NHL 2K10,2009,Sports,130000,10000,0,10000,150000,66.0,23.0,71.0,8.0,E10+,DES_0003,CONS_007
VID_008360,Family Party: Fitness Fun,2010,Sports,140000,0,0,10000,150000,,,,,E10+,DES_0058,CONS_011
VID_008361,The Secret Saturdays: Beasts of the 5th Sun,2009,Action,50000,20000,0,80000,150000,,,,,E10+,DES_0058,CONS_006
VID_008362,Michael Jackson: The Experience,2010,Misc,110000,30000,0,20000,150000,,,62.0,6.0,E10+,DES_0006,CONS_009
VID_008363,MLB Power Pros 2008,2008,Sports,50000,40000,50000,10000,150000,67.0,9.0,85.0,8.0,E,DES_0015,CONS_006
VID_008364,Sonny with a Chance,2010,Action,120000,20000,0,10000,150000,,,,,E,DES_0033,CONS_002
VID_008365,The Fairly Odd Parents: Clash with the Anti-World,2005,Adventure,110000,40000,0,0,150000,,,,,,DES_0029,CONS_003
VID_008366,WordJong,2007,Puzzle,130000,10000,0,10000,150000,77.0,9.0,77.0,9.0,E,DES_0299,CONS_002
VID_008367,Tears to Tiara II: Heir of the Overlord,2013,Role-Playing,70000,10000,60000,20000,150000,65.0,18.0,87.0,41.0,T,DES_0130,CONS_007
VID_008368,Puzzle Quest: Galactrix,2009,Puzzle,140000,0,0,10000,150000,75.0,33.0,67.0,6.0,E10+,DES_0058,CONS_002
VID_008369,The Amazing Spider-Man (Console Version),2012,Action,100000,40000,0,10000,150000,,,,,,DES_0005,CONS_011
VID_008370,de Blob 2,2011,Platform,100000,40000,0,10000,150000,77.0,54.0,75.0,23.0,E10+,DES_0029,CONS_013
VID_008371,Disney's The Lion King: Simba's Mighty Adventure,2000,Action,80000,60000,0,10000,150000,30.0,5.0,69.0,9.0,E,DES_0005,CONS_018
VID_008372,Gundam Breaker 2,2014,Action,0,0,150000,0,150000,,,,,,DES_0026,CONS_010
VID_008373,Major League Baseball 2K10,2010,Sports,140000,0,0,10000,150000,,,,,E,DES_0003,CONS_002
VID_008374,Samurai Warriors: Katana,2007,Action,110000,0,40000,10000,150000,53.0,30.0,68.0,6.0,T,DES_0048,CONS_011
VID_008375,NBA 09: The Inside,2008,Sports,140000,0,0,10000,150000,63.0,17.0,51.0,7.0,E,DES_0004,CONS_007
VID_008376,Jikkyou Powerful Pro Yakyuu 2012,2012,Action,0,0,150000,0,150000,,,,,,DES_0015,CONS_009
VID_008377,Kingdom of Paradise,2005,Role-Playing,140000,0,0,10000,150000,72.0,38.0,75.0,19.0,T,DES_0004,CONS_009
VID_008378,All Japan Pro Wrestling featuring Virtua,1997,Fighting,0,0,150000,0,150000,,,,,,DES_0009,CONS_023
VID_008379,Naruto Shippuden: Legends: Akatsuki Rising,2009,Fighting,140000,0,0,10000,150000,60.0,15.0,62.0,10.0,T,DES_0026,CONS_009
VID_008380,Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action,120000,20000,0,10000,150000,55.0,10.0,63.0,6.0,E10+,DES_0029,CONS_013
VID_008381,Bleach: Dark Souls,2007,Fighting,120000,20000,0,10000,150000,82.0,28.0,79.0,14.0,T,DES_0009,CONS_002
VID_008382,Hot Wheels: Battle Force 5,2009,Racing,120000,20000,0,10000,150000,,,,,E10+,DES_0005,CONS_002
VID_008383,Prince of Persia: The Sands of Time,2003,Action,110000,40000,0,0,150000,75.0,25.0,88.0,5.0,T,DES_0006,CONS_003
VID_008384,Zoids: Battle Legends,2003,Action,120000,30000,0,0,150000,,,81.0,14.0,T,DES_0099,CONS_004
VID_008385,Ice Age 2: The Meltdown,2006,Platform,130000,10000,0,10000,150000,,,,,E,DES_0024,CONS_002
VID_008386,Prince of Persia: The Forgotten Sands,2010,Action,140000,10000,0,10000,150000,57.0,7.0,63.0,6.0,E10+,DES_0006,CONS_002
VID_008387,World Series Baseball 2K3,2003,Sports,110000,30000,0,10000,150000,89.0,22.0,86.0,14.0,E,DES_0009,CONS_014
VID_008388,Tokyo Xanadu,2015,Role-Playing,0,0,150000,0,150000,,,,,,DES_0245,CONS_010
VID_008389,Serious Sam,2002,Shooter,110000,30000,0,10000,150000,75.0,22.0,82.0,16.0,M,DES_0003,CONS_014
VID_008390,Bomberman,2005,Puzzle,100000,10000,30000,10000,150000,75.0,30.0,70.0,12.0,E,DES_0006,CONS_002
VID_008391,Kowloon's Gate,1997,Adventure,0,0,140000,10000,150000,,,,,,DES_0004,CONS_018
VID_008392,Killer7,2005,Action,120000,30000,0,0,150000,74.0,57.0,85.0,64.0,M,DES_0013,CONS_004
VID_008393,Super Monkey Ball Adventure,2006,Platform,120000,30000,0,0,150000,51.0,24.0,72.0,9.0,E,DES_0009,CONS_004
VID_008394,FIFA Soccer 2002,2001,Sports,80000,60000,0,10000,150000,81.0,8.0,64.0,5.0,E,DES_0008,CONS_018
VID_008395,Street Fighter Anniversary Collection,2004,Fighting,110000,30000,0,10000,150000,79.0,33.0,64.0,9.0,T,DES_0013,CONS_014
VID_008396,3rd Super Robot Wars Z: Tengoku-Hen,2015,Action,0,0,150000,0,150000,,,,,,DES_0026,CONS_007
VID_008397,Suzumiya Haruhi no Yakusoku,2007,Adventure,0,0,150000,0,150000,,,,,,DES_0026,CONS_009
VID_008398,Shadow Ops: Red Mercury,2004,Shooter,110000,30000,0,10000,150000,61.0,45.0,61.0,14.0,T,DES_0011,CONS_014
VID_008399,Indigo Prophecy,2005,Adventure,70000,60000,0,20000,150000,83.0,47.0,78.0,104.0,M,DES_0011,CONS_006
VID_008400,FIFA 06: Road to FIFA World Cup,2005,Sports,110000,20000,10000,10000,150000,62.0,39.0,60.0,34.0,E,DES_0008,CONS_013
VID_008401,NBA ShootOut 2001,2001,Sports,70000,60000,0,20000,150000,54.0,12.0,,,E,DES_0004,CONS_006
VID_008402,Final Fantasy XI: Vana'diel Collection 2008,2007,Role-Playing,130000,0,10000,10000,150000,,,,,T,DES_0016,CONS_013
VID_008403,Farm Frenzy: Animal Country,2009,Simulation,130000,10000,0,10000,150000,,,,,E,DES_0086,CONS_002
VID_008404,We Sing UK Hits,2011,Misc,0,130000,0,20000,150000,,,,,T,DES_0127,CONS_011
VID_008405,Samurai Shodown Anthology,2008,Fighting,70000,60000,0,20000,150000,,,,,T,DES_0152,CONS_006
VID_008406,Musashi: Samurai Legend,2005,Role-Playing,70000,60000,0,20000,150000,64.0,47.0,89.0,9.0,T,DES_0011,CONS_006
VID_008407,Build-A-Bear Workshop: Welcome to Hugsville,2010,Misc,140000,0,0,10000,150000,,,,,E,DES_0102,CONS_002
VID_008408,LEGO The Hobbit,2014,Action,20000,90000,0,30000,150000,,,25.0,13.0,E10+,DES_0020,CONS_010
VID_008409,The Oregon Trail,2011,Simulation,140000,0,0,10000,150000,,,,,,DES_0067,CONS_011
VID_008410,Oreshika: Tainted Bloodlines,2014,Role-Playing,0,0,150000,0,150000,78.0,26.0,80.0,84.0,T,DES_0004,CONS_010
VID_008411,Pokémon: Johto Photo Finish: Game Boy Advance Video,2004,Misc,110000,40000,0,0,150000,,,,,,,CONS_003
VID_008412,Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action,100000,30000,0,10000,150000,,,,,,DES_0058,CONS_001
VID_008413,F1 2001,2001,Racing,70000,60000,0,20000,150000,83.0,13.0,83.0,9.0,E,DES_0008,CONS_006
VID_008414,Darksiders,2010,Action,70000,60000,0,20000,150000,83.0,18.0,78.0,603.0,M,DES_0029,CONS_005
VID_008415,J-League Victory Goal,1995,Sports,0,0,150000,0,150000,,,,,,DES_0009,CONS_023
VID_008416,Top Gun: Combat Zones,2002,Simulation,120000,30000,0,0,150000,59.0,10.0,71.0,7.0,E,DES_0103,CONS_004
VID_008417,Countdown: The Game,2009,Puzzle,0,140000,0,10000,150000,,,,,,DES_0051,CONS_002
VID_008418,Spongebob Squarepants / Fairly Odd Parents Double Pack,2005,Action,110000,40000,0,0,150000,,,,,,DES_0029,CONS_003
VID_008419,Pro Baseball Spirits 2015,2015,Action,0,0,150000,0,150000,,,,,,DES_0015,CONS_007
VID_008420,NHL 09,2008,Sports,70000,60000,0,20000,150000,,,76.0,7.0,E10+,DES_0008,CONS_006
VID_008421,History Civil War: Secret Missions,2008,Shooter,70000,60000,0,20000,150000,,,,,,DES_0005,CONS_006
VID_008422,Fantastic Four: Rise of the Silver Surfer,2007,Action,120000,20000,0,20000,150000,47.0,26.0,62.0,10.0,T,DES_0003,CONS_007
VID_008423,Dark Rift,1997,Fighting,120000,30000,0,0,150000,,,,,,DES_0300,CONS_019
VID_008424,Derby Stallion 64,2001,Sports,0,0,150000,0,150000,,,,,,DES_0301,CONS_019
VID_008425,Doraemon 3: Nobi Dai no Machi SOS!,2000,Platform,0,0,90000,60000,150000,,,,,,DES_0174,CONS_019
VID_008426,Space Station Silicon Valley,1997,Adventure,120000,30000,0,0,150000,,,,,,DES_0003,CONS_019
VID_008427,All-Star Baseball 2003,2002,Sports,120000,30000,0,0,150000,83.0,16.0,80.0,6.0,E,DES_0031,CONS_004
VID_008428,Burger Island,2009,Action,140000,0,0,10000,150000,,,,,E,DES_0159,CONS_011
VID_008429,Cake Mania: In The Mix!,2008,Puzzle,140000,0,0,10000,150000,,,,,,DES_0035,CONS_011
VID_008430,T'ai Fu: Wrath of the Tiger,1998,Action,80000,60000,0,10000,150000,,,,,,DES_0005,CONS_018
VID_008431,Rocky,2002,Fighting,110000,30000,0,10000,150000,74.0,22.0,73.0,6.0,T,DES_0114,CONS_014
VID_008432,Ford Racing 2,2003,Racing,110000,30000,0,10000,150000,62.0,11.0,,,E,DES_0087,CONS_014
VID_008433,Kids Learn Math: A+ Edition,2011,Misc,140000,0,0,10000,150000,,,,,,DES_0053,CONS_002
VID_008434,Rock Band: Metal Track Pack,2009,Misc,140000,0,0,10000,150000,,,,,T,DES_0032,CONS_013
VID_008435,Megamind: Ultimate Showdown,2010,Action,70000,50000,0,20000,150000,43.0,5.0,42.0,6.0,E10+,DES_0029,CONS_007
VID_008436,Space Invaders Extreme,2008,Shooter,120000,10000,10000,10000,150000,85.0,41.0,76.0,16.0,E,DES_0016,CONS_002
VID_008437,Thor: God of Thunder,2011,Action,100000,40000,0,10000,150000,56.0,14.0,80.0,9.0,T,DES_0009,CONS_011
VID_008438,Petz: Dogz Talent Show,2009,Simulation,140000,0,0,10000,150000,,,,,E,DES_0006,CONS_002
VID_008439,BloodRayne 2,2004,Shooter,110000,30000,0,10000,150000,71.0,35.0,85.0,4.0,M,DES_0029,CONS_014
VID_008440,Jaws Unleashed,2006,Action,110000,30000,0,10000,150000,51.0,29.0,62.0,9.0,M,DES_0029,CONS_014
VID_008441,Pro Yaky? Spirits 6,2009,Sports,0,0,150000,0,150000,,,,,,DES_0015,CONS_007
VID_008442,Star Trek: Voyager Elite Force,2001,Shooter,70000,60000,0,20000,150000,52.0,12.0,64.0,5.0,T,DES_0034,CONS_006
VID_008443,X-Men: The Official Game,2006,Action,120000,30000,0,0,150000,50.0,31.0,63.0,8.0,T,DES_0005,CONS_004
VID_008444,The Sims Medieval: Pirates and Nobles,2011,Simulation,50000,80000,0,20000,150000,,,,,,DES_0008,CONS_005
VID_008445,Warriors Orochi 3,2014,Action,40000,50000,40000,20000,150000,,,,,,DES_0048,CONS_008
VID_008446,Brain Boost: Gamma Wave,2005,Puzzle,140000,0,0,10000,150000,40.0,12.0,,,E,DES_0012,CONS_002
VID_008447,Chessmaster II,1998,Strategy,80000,60000,0,10000,150000,,,,,,DES_0051,CONS_018
VID_008448,All-Star Baseball 2003,2002,Sports,110000,40000,0,0,150000,77.0,6.0,,,E,DES_0031,CONS_003
VID_008449,Major League Baseball 2K12,2012,Sports,140000,0,0,10000,150000,,,,,E,DES_0003,CONS_011
VID_008450,Scooby-Doo! Mystery Mayhem,2004,Action,110000,30000,0,10000,150000,,,,,,DES_0029,CONS_014
VID_008451,Winning Post 4,1999,Sports,0,0,140000,10000,150000,,,,,,DES_0048,CONS_018
VID_008452,Castlevania: Lords of Shadow - Mirror of Fate,2013,Action,40000,70000,30000,10000,150000,,,,,,DES_0015,CONS_001
VID_008453,187: Ride or Die,2005,Racing,70000,60000,0,20000,150000,52.0,33.0,68.0,12.0,M,DES_0006,CONS_006
VID_008454,Dishonored,2015,Action,90000,50000,0,10000,150000,,,,,,DES_0007,CONS_015
VID_008455,Curious George,2006,Action,110000,30000,0,0,150000,,,,,,DES_0026,CONS_004
VID_008456,Strawberry Shortcake: Game Boy Advance Video Volume 1,2004,Misc,110000,40000,0,0,150000,,,,,,,CONS_003
VID_008457,Battleborn,2016,Shooter,100000,40000,0,10000,150000,71.0,20.0,72.0,171.0,T,DES_0003,CONS_015
VID_008458,Geist,2005,Adventure,110000,30000,0,0,150000,66.0,43.0,85.0,23.0,M,DES_0001,CONS_004
VID_008459,The King of Fighters XIV,2016,Fighting,70000,20000,40000,20000,150000,79.0,54.0,87.0,208.0,T,DES_0041,CONS_008
VID_008460,Cardinal Syn,1998,Fighting,80000,60000,0,10000,150000,,,,,,DES_0004,CONS_018
VID_008461,Sword Art Online: Hollow Realization,2016,Role-Playing,0,40000,100000,10000,150000,60.0,5.0,70.0,8.0,T,DES_0026,CONS_010
VID_008462,The Incredibles: Rise of the Underminer,2005,Action,130000,10000,0,10000,150000,54.0,6.0,,,E10+,DES_0029,CONS_002
VID_008463,Deadly Premonition,2010,Action,80000,40000,0,20000,150000,,,,,,DES_0070,CONS_007
VID_008464,Street Fighter Alpha 3,2002,Fighting,110000,40000,0,0,150000,83.0,17.0,78.0,10.0,T,DES_0013,CONS_003
VID_008465,Mobile Suit Gundam Side Story III: Sabakareshi Mono,1997,Shooter,0,0,150000,0,150000,,,,,,DES_0026,CONS_023
VID_008466,Super Street Fighter II,1993,Fighting,0,0,150000,0,150000,,,,,,DES_0013,CONS_021
VID_008467,Deponia,2012,Adventure,0,130000,0,20000,150000,74.0,33.0,82.0,307.0,,DES_0302,CONS_005
VID_008468,Metal Gear Solid: Peace Walker HD Edition,2011,Action,0,0,150000,0,150000,,,80.0,60.0,T,DES_0015,CONS_007
VID_008469,Battle Stadium D.O.N,2006,Fighting,0,0,150000,0,150000,,,,,,DES_0026,CONS_006
VID_008470,Ridge Racer DS,2004,Racing,140000,0,0,10000,150000,63.0,35.0,67.0,7.0,E,DES_0026,CONS_002
VID_008471,High Velocity Bowling,2010,Sports,130000,0,0,10000,150000,66.0,14.0,81.0,23.0,E10+,DES_0004,CONS_007
VID_008472,LEGO Harry Potter Collection,2016,Action,10000,110000,0,20000,150000,73.0,16.0,81.0,7.0,E10+,DES_0020,CONS_008
VID_008473,The Quest Trio,2008,Puzzle,130000,0,0,10000,150000,,,,,E,DES_0193,CONS_002
VID_008474,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000,Sports,0,0,140000,10000,150000,,,,,,DES_0015,CONS_018
VID_008475,Brain Boost: Beta Wave,2005,Puzzle,140000,0,0,10000,150000,39.0,12.0,25.0,4.0,E,DES_0012,CONS_002
VID_008476,Power Pro Kun Pocket 9,2006,Sports,0,0,150000,0,150000,,,,,,DES_0015,CONS_002
VID_008477,Shenmue II,2001,Adventure,0,0,150000,0,150000,88.0,9.0,94.0,201.0,T,DES_0009,CONS_022
VID_008478,Armored Core: For Answer,2008,Simulation,60000,10000,70000,10000,150000,64.0,22.0,77.0,38.0,T,DES_0006,CONS_013
VID_008479,Sumikko Gurashi: Omise Hajimerundesu,2015,Action,0,0,150000,0,150000,,,,,,DES_0227,CONS_001
VID_008480,Major League Baseball 2K8,2008,Sports,70000,60000,0,20000,150000,,,65.0,4.0,E,DES_0007,CONS_006
VID_008481,Capcom Classics Collection,2005,Misc,110000,30000,0,10000,150000,81.0,23.0,,,T,DES_0013,CONS_014
VID_008482,Fugitive Hunter: War on Terror,2003,Shooter,70000,60000,0,20000,150000,35.0,15.0,50.0,23.0,M,DES_0097,CONS_006
VID_008483,The Incredible Hulk: Ultimate Destruction,2005,Action,110000,30000,0,0,150000,84.0,30.0,91.0,14.0,T,DES_0024,CONS_004
VID_008484,Candace Kane's Candy Factory,2008,Action,140000,0,0,10000,150000,,,,,E,DES_0159,CONS_011
VID_008485,Prince of Persia: The Two Thrones,2005,Action,110000,30000,0,0,150000,84.0,34.0,81.0,22.0,M,DES_0006,CONS_004
VID_008486,Blazing Angels 2: Secret Missions of WWII,2007,Simulation,100000,30000,0,20000,150000,70.0,10.0,72.0,12.0,T,DES_0006,CONS_007
VID_008487,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011,Adventure,0,0,150000,0,150000,,,,,,DES_0056,CONS_009
VID_008488,Pac-Man World 3,2005,Platform,110000,40000,0,10000,150000,65.0,16.0,,,E,DES_0026,CONS_014
VID_008489,SNK Arcade Classics Vol. 1,2008,Misc,130000,0,10000,10000,150000,68.0,13.0,,,T,DES_0152,CONS_009
VID_008490,Phantasy Star Online Episode I & II,2003,Role-Playing,110000,30000,0,10000,150000,,,,,,DES_0009,CONS_014
VID_008491,The Legend of Heroes: Trails of Cold Steel II,2014,Role-Playing,20000,20000,110000,10000,150000,90.0,4.0,78.0,71.0,T,DES_0130,CONS_007
VID_008492,Sam & Max: Season One,2008,Adventure,130000,10000,0,10000,150000,,,,,,DES_0270,CONS_011
VID_008493,Backyard Sports: Sandlot Sluggers,2010,Sports,140000,0,0,10000,150000,,,,,E,DES_0011,CONS_011
VID_008494,Batman Begins,2005,Action,110000,30000,0,0,150000,66.0,38.0,72.0,10.0,T,DES_0008,CONS_004
VID_008495,Yakuza: Ishin,2014,Action,0,0,150000,0,150000,,,,,,DES_0009,CONS_008
VID_008496,Nancy Drew: The White Wolf of Icicle Creek,2008,Adventure,140000,0,0,10000,150000,67.0,9.0,,,E,DES_0009,CONS_011
VID_008497,Toy Story Racer,2001,Racing,80000,60000,0,10000,150000,76.0,8.0,87.0,9.0,E,DES_0005,CONS_018
VID_008498,Disney's Donald Duck: Goin' Quackers,2000,Platform,80000,60000,0,10000,150000,65.0,4.0,70.0,10.0,E,DES_0006,CONS_018
VID_008499,Mobile Suit Gundam: Perfect One Year War,1997,Strategy,0,0,140000,10000,150000,,,,,,DES_0026,CONS_018
VID_008500,Galerians,1999,Adventure,80000,60000,0,10000,150000,,,,,,DES_0067,CONS_018
VID_008501,Ys: The Oath in Felghana,2010,Role-Playing,90000,0,40000,10000,150000,80.0,25.0,83.0,57.0,T,DES_0250,CONS_009
VID_008502,Crash: Twinsanity,2004,Platform,110000,30000,0,10000,150000,66.0,30.0,87.0,29.0,E,DES_0024,CONS_014
VID_008503,We Dance,2011,Misc,0,130000,0,20000,150000,,,,,,DES_0127,CONS_011
VID_008504,Space Camp,2009,Action,140000,0,0,10000,150000,,,,,E,DES_0005,CONS_002
VID_008505,DrumMania,2000,Simulation,0,0,150000,0,150000,,,,,,DES_0015,CONS_006
VID_008506,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2013,Action,0,0,150000,0,150000,,,,,,DES_0227,CONS_001
VID_008507,Yu-Gi-Oh! Nightmare Troubadour (US sales),2005,Action,150000,0,0,0,150000,,,,,,DES_0015,CONS_002
VID_008508,SpongeBob's Truth or Square,2009,Action,70000,70000,0,10000,150000,,,,,E,DES_0029,CONS_002
VID_008509,Tamagotchi no Narikiri Channel,2009,Role-Playing,0,0,150000,0,150000,,,,,,DES_0026,CONS_002
VID_008510,Arena Football,2006,Sports,110000,30000,0,10000,150000,65.0,17.0,85.0,10.0,E10+,DES_0008,CONS_014
VID_008511,Power Pro Kun Pocket 1+2,2004,Sports,0,0,140000,0,150000,,,,,,DES_0015,CONS_003
VID_008512,Medal of Honor: Infiltrator,2003,Shooter,110000,40000,0,0,150000,80.0,19.0,72.0,12.0,T,DES_0008,CONS_003
VID_008513,Skylanders: SuperChargers,2015,Action,20000,120000,0,10000,150000,,,,,,DES_0005,CONS_011
VID_008514,Blazing Dragons,1996,Adventure,80000,60000,0,10000,150000,,,,,,DES_0109,CONS_018
VID_008515,Lego Star Wars: The Force Awakens,2016,Action,60000,70000,10000,10000,150000,74.0,6.0,80.0,11.0,E10+,DES_0020,CONS_012
VID_008516,Victorious: Hollywood Arts Debut,2011,Misc,130000,10000,0,10000,150000,,,,,E,DES_0058,CONS_002
VID_008517,The Wizard of Oz: Beyond The Yellow Brick Road,2008,Role-Playing,130000,0,0,10000,150000,68.0,18.0,60.0,4.0,E,DES_0058,CONS_002
VID_008518,Baseball Blast!,2009,Sports,140000,0,0,10000,150000,,,,,,DES_0003,CONS_011
VID_008519,Super Monkey Ball Deluxe,2005,Misc,110000,30000,0,10000,150000,81.0,25.0,82.0,9.0,E,DES_0009,CONS_014
VID_008520,Shin Megami Tensei: Devil Summoner - Soul Hackers,1999,Role-Playing,0,0,140000,10000,150000,,,,,,DES_0091,CONS_018
VID_008521,Shin Chan: ¡Aventuras de Cine!,2008,Platform,0,0,150000,0,150000,,,,,,DES_0012,CONS_002
VID_008522,Jurassic: The Hunted,2009,Shooter,140000,0,0,10000,150000,,,,,T,DES_0005,CONS_011
VID_008523,The Cursed Crusade,2011,Action,80000,50000,0,10000,150000,39.0,27.0,44.0,29.0,M,DES_0232,CONS_013
VID_008524,Charm Girls Club: Pajama Party,2009,Misc,140000,0,0,10000,150000,,,,,E,DES_0008,CONS_011
VID_008525,SpongeBob's Boating Bash,2010,Misc,130000,0,0,10000,150000,,,,,E,DES_0029,CONS_002
VID_008526,Tamagotchi Collection,2011,Misc,0,0,150000,0,150000,,,,,,DES_0026,CONS_002
VID_008527,Earth Defense Force 2025,2013,Shooter,60000,30000,50000,10000,150000,68.0,25.0,81.0,63.0,M,DES_0058,CONS_013
VID_008528,NHL 2K10,2009,Sports,110000,20000,0,10000,150000,69.0,31.0,79.0,15.0,E10+,DES_0003,CONS_013
VID_008529,White Knight Chronicles: Origins,2011,Role-Playing,0,40000,90000,20000,150000,,,,,,DES_0004,CONS_009
VID_008530,Trivial Pursuit: Bet You Know It,2011,Misc,90000,40000,0,10000,150000,,,,,T,DES_0008,CONS_011
VID_008531,Turbo Prop Racing,1997,Racing,80000,60000,0,10000,150000,,,,,,DES_0004,CONS_018
VID_008532,Barbie Superpack: Secret Agent / Groovy Games,2005,Misc,100000,40000,0,0,150000,,,,,,DES_0024,CONS_003
VID_008533,Tom Clancy's Ghost Recon,2003,Shooter,110000,30000,0,0,150000,59.0,15.0,54.0,17.0,M,DES_0006,CONS_004
VID_008534,Pac-Man Party 3D,2011,Misc,90000,40000,0,10000,150000,43.0,11.0,54.0,11.0,E,DES_0026,CONS_001
VID_008535,Dance Dance Revolution (North America),2001,Simulation,80000,60000,0,10000,150000,,,,,,DES_0015,CONS_018
VID_008536,Darkstalkers Chronicle: The Chaos Tower,2004,Fighting,130000,0,0,10000,150000,74.0,27.0,79.0,25.0,T,DES_0013,CONS_009
VID_008537,WWE '13,2012,Action,110000,20000,0,10000,150000,74.0,4.0,60.0,9.0,T,DES_0029,CONS_011
VID_008538,Mad Dash Racing,2001,Racing,110000,30000,0,10000,150000,65.0,21.0,77.0,6.0,T,DES_0022,CONS_014
VID_008539,Bakugan Battle Brawlers: Defenders of the Core,2010,Action,110000,20000,0,10000,150000,62.0,10.0,,,E10+,DES_0005,CONS_013
